상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원맛참 마요참기름 135gX5캔,참치/연어통조림,통조림,반찬/주재료,12000,4.9,24,135,5,675,177.78,3844362,https://www.dongwonmall.com/product/detail.do?productId=003844362,동원맛참 마요참기름,,,확인필요,,,캔,,False,False,True
동원 리챔 더블라이트 200g x 3캔,햄/닭가슴살,가공육,반찬/주재료,8900,4.9,24,200,3,600,148.33,1479635,https://www.dongwonmall.com/product/detail.do?productId=001479635,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 수라 도가니설렁탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,14600,4.9,24,460,3,1380,105.8,3623148,https://www.dongwonmall.com/product/detail.do?productId=003623148,동원 양반 수라 도가니설렁탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 초밥의달인 롤유부초밥(새콤한맛) 254g,아이반찬,반찬,반찬,5200,4.8,23,254,1,254,204.72,1414907,https://www.dongwonmall.com/product/detail.do?productId=001414907,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,False,False,True
동원참치 동원맛참 고소참기름 135g,참치/연어통조림,통조림,반찬/주재료,2500,4.9,23,135,1,135,185.19,3646912,https://www.dongwonmall.com/product/detail.do?productId=003646912,동원참치 동원맛참 고소참기름,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 DHA 150g x 5캔,참치/연어통조림,통조림,반찬/주재료,13500,5.0,23,150,5,750,180.0,2621,https://www.dongwonmall.com/product/detail.do?productId=000002621,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 야채참치 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,5.0,23,150,20,3000,166.67,3667783,https://www.dongwonmall.com/product/detail.do?productId=003667783,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,False,False,True
동원 양반 쇠고기죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5.0,23,420,20,8400,55.83,3645673,https://www.dongwonmall.com/product/detail.do?productId=003645673,동원 양반 쇠고기죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 한입골뱅이 400g,골뱅이/수산통조림,통조림,안주/반찬,9280,4.9,22,400,1,400,232.0,2199,https://www.dongwonmall.com/product/detail.do?productId=000002199,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 카레참치 90g,참치/연어통조림,통조림,반찬/주재료,2000,5.0,22,90,1,90,222.22,3688306,https://www.dongwonmall.com/product/detail.do?productId=003688306,동원참치 카레참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원홈푸드 비비드키친 저당 쌈장소스 300g,간장/고추장/된장/쌈장,장류,조미료,5480,5.0,22,300,1,300,182.67,3738603,https://www.dongwonmall.com/product/detail.do?productId=003738603,동원홈푸드 비비드키친 저당 쌈장소스,소스/조미료,,확인필요,,,,,False,False,True
[10%적립]동원 리챔 순닭가슴살 135g x 16개,햄/닭가슴살,가공육,반찬/주재료,33900,4.9,22,135,16,2160,156.94,3688581,https://www.dongwonmall.com/product/detail.do?productId=003688581,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
[4%적립금] 동원참치 DHA 250g x 36개(1박스),참치/연어통조림,통조림,반찬/주재료,115000,5.0,22,250,36,9000,127.78,522424,https://www.dongwonmall.com/product/detail.do?productId=000522424,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 양반 수라 통다리 삼계탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,5980,5.0,22,460,1,460,130.0,1395118,https://www.dongwonmall.com/product/detail.do?productId=001395118,동원 양반 수라 통다리 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 참치죽 420g,죽/스프,즉석조리식품,간편식사,3200,4.8,22,420,1,420,76.19,1332334,https://www.dongwonmall.com/product/detail.do?productId=001332334,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 을지로골뱅이 & 진미채 300g / 특제간장소스,골뱅이/수산통조림,통조림,안주/반찬,6980,5.0,21,300,1,300,232.67,1245823,https://www.dongwonmall.com/product/detail.do?productId=001245823,동원 을지로골뱅이 & 진미채 특제간장소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 자연산골뱅이 300g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,19800,4.9,21,300,3,900,220.0,3600794,https://www.dongwonmall.com/product/detail.do?productId=003600794,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 루피는 참치마요 100g x 3캔,참치/연어통조림,통조림,반찬/주재료,5300,5.0,21,100,3,300,176.67,1577241,https://www.dongwonmall.com/product/detail.do?productId=001577241,동원참치 루피는 참치마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 양반 보양 삼계탕 900g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,45500,5.0,21,900,5,4500,101.11,3566181,https://www.dongwonmall.com/product/detail.do?productId=003566181,동원 양반 보양 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 한우사골시래기국 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,19300,4.8,21,460,5,2300,83.91,3566208,https://www.dongwonmall.com/product/detail.do?productId=003566208,동원 양반 한우사골시래기국,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 고등어 300g,고등어/꽁치통조림,통조림,반찬,2800,4.9,21,300,1,300,93.33,1379287,https://www.dongwonmall.com/product/detail.do?productId=001379287,동원 고등어,수산가공/통조림,,"해물, 고등어",즉석,식재료,캔,,False,False,True
동원 번데기 130gx24캔(1/2박스),골뱅이/수산통조림,통조림,안주/반찬,30000,4.7,7,130,24,3120,96.15,3702288,https://www.dongwonmall.com/product/detail.do?productId=003702288,동원 번데기,,,확인필요,,,캔,,False,False,True
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 5개,떡볶이/떡류,떡류,간식,19900,5.0,7,422,5,2110,94.31,3607111,https://www.dongwonmall.com/product/detail.do?productId=003607111,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 차돌된장찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.1,7,460,5,2300,104.35,3637719,https://www.dongwonmall.com/product/detail.do?productId=003637719,동원 양반 수라 차돌된장찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 미니파인코코 227g x 24캔(1박스),과일/옥수수/팥,통조림,간식/요리재료,37000,5.0,7,227,24,5448,67.91,3619062,https://www.dongwonmall.com/product/detail.do?productId=003619062,동원 미니파인코코,,,확인필요,,,캔,,False,False,True
동원 저스트 노슈가 파인애플 425gx12개,과일/옥수수/팥,통조림,간식/요리재료,33900,5.0,7,425,12,5100,66.47,3731544,https://www.dongwonmall.com/product/detail.do?productId=003731544,동원 저스트 노슈가 파인애플,,,확인필요,,,,,False,False,True
동원 저스트 노슈가 파인애플 425gx24개(1박스),과일/옥수수/팥,통조림,간식/요리재료,55000,4.9,7,425,24,10200,53.92,3731547,https://www.dongwonmall.com/product/detail.do?productId=003731547,동원 저스트 노슈가 파인애플,,,확인필요,,,,,False,False,True
동원 저스트 노슈가 후르츠칵테일 822g,과일/옥수수/팥,통조림,간식/요리재료,3980,4.9,7,822,1,822,48.42,3730365,https://www.dongwonmall.com/product/detail.do?productId=003730365,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 한입골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.8,6,400,2,800,227.5,204860,https://www.dongwonmall.com/product/detail.do?productId=000204860,동원 한입골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 자연산골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.7,6,400,2,800,227.5,3601026,https://www.dongwonmall.com/product/detail.do?productId=003601026,동원 자연산골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 고추참치 90g,참치/연어통조림,통조림,반찬/주재료,1900,5.0,6,90,1,90,211.11,3743867,https://www.dongwonmall.com/product/detail.do?productId=003743867,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
동원맛참 마요참기름 135g 10캔,참치/연어통조림,통조림,반찬/주재료,27900,5.0,6,135,10,1350,206.67,3774395,https://www.dongwonmall.com/product/detail.do?productId=003774395,동원맛참 마요참기름,,,확인필요,,,캔,,False,False,True
동원 리챔 더블라이트 120g x 3캔,햄/닭가슴살,가공육,반찬/주재료,6900,5.0,6,120,3,360,191.67,3567816,https://www.dongwonmall.com/product/detail.do?productId=003567816,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 리챔 더블라이트 120g x 6캔,햄/닭가슴살,가공육,반찬/주재료,13200,4.7,6,120,6,720,183.33,3567817,https://www.dongwonmall.com/product/detail.do?productId=003567817,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
[4%적립금] 동원 양반 들깨닭죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,5.0,6,420,60,25200,51.59,3686510,https://www.dongwonmall.com/product/detail.do?productId=003686510,동원 양반 들깨닭죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 리챔 더블라이트 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5.0,6,200,1,200,150.0,1425340,https://www.dongwonmall.com/product/detail.do?productId=001425340,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 리챔 순닭가슴살 135g x 12개,햄/닭가슴살,가공육,반찬/주재료,24000,5.0,6,135,12,1620,148.15,3688576,https://www.dongwonmall.com/product/detail.do?productId=003688576,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 떡볶이의신 우리쌀 로제떡볶이 360g(2인),떡볶이/떡류,떡류,간식,4980,4.3,6,360,1,360,138.33,3607079,https://www.dongwonmall.com/product/detail.do?productId=003607079,동원 떡볶이의신 우리쌀 로제떡볶이,,,확인필요,,,,,False,False,True
동원 리챔 340g x 6캔,햄/닭가슴살,가공육,반찬/주재료,25500,4.8,6,340,6,2040,125.0,541884,https://www.dongwonmall.com/product/detail.do?productId=000541884,동원 리챔,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15900,4.7,6,490,3,1470,108.16,3603762,https://www.dongwonmall.com/product/detail.do?productId=003603762,동원 양반 수라 통다리 닭볶음탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 저스트 노슈가 파인애플 425gx48개(2박스),과일/옥수수/팥,통조림,간식/요리재료,95000,5.0,6,425,48,20400,46.57,3731550,https://www.dongwonmall.com/product/detail.do?productId=003731550,동원 저스트 노슈가 파인애플,,,확인필요,,,,,False,False,True
동원 저스트 노슈가 후르츠칵테일 822gx6개,과일/옥수수/팥,통조림,간식/요리재료,22900,5.0,6,822,6,4932,46.43,3731542,https://www.dongwonmall.com/product/detail.do?productId=003731542,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,False,False,True
[2%적립금] 동원 지중해 황도 복숭아 820g,과일/옥수수/팥,통조림,간식/요리재료,3400,4.2,6,820,1,820,41.46,532277,https://www.dongwonmall.com/product/detail.do?productId=000532277,동원 지중해 황도 복숭아,,,확인필요,,,캔,,False,False,True
[4%적립금] 동원 양반 전복죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,126900,5.0,5,287,72,20664,61.41,3686269,https://www.dongwonmall.com/product/detail.do?productId=003686269,동원 양반 전복죽 박스,죽류,레토르트죽,"해물, 전복",전자레인지,식사대용,캔,,False,False,True
[4%적립금] 동원 야채죽 287g 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,5,287,72,20664,49.51,3686301,https://www.dongwonmall.com/product/detail.do?productId=003686301,동원 야채죽 박스,죽류,레토르트죽,야채,전자레인지,식사대용,캔,,False,False,True
동원 자연산왕골뱅이 400g x 3캔,골뱅이/수산통조림,통조림,안주/반찬,26900,5.0,5,400,3,1200,224.17,3600753,https://www.dongwonmall.com/product/detail.do?productId=003600753,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 스프레드 갈릭마요 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,3.6,5,100,10,1000,200.0,3675797,https://www.dongwonmall.com/product/detail.do?productId=003675797,동원참치 스프레드 갈릭마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 살코기 라이트스탠다드 135gx3캔,참치/연어통조림,통조림,반찬/주재료,7000,5.0,5,135,3,405,172.84,1479384,https://www.dongwonmall.com/product/detail.do?productId=001479384,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 초밥의달인 큰사각유부초밥 189g x 2개,아이반찬,반찬,반찬,6200,5.0,5,189,2,378,164.02,1421904,https://www.dongwonmall.com/product/detail.do?productId=001421904,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,False,False,True
동원 자연산꽁치 300g,고등어/꽁치통조림,통조림,반찬,4700,5.0,5,300,1,300,156.67,3646938,https://www.dongwonmall.com/product/detail.do?productId=003646938,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,False,False,True
동원 리챔 프로틴 200g,햄/닭가슴살,가공육,반찬/주재료,3000,5.0,5,200,1,200,150.0,1425338,https://www.dongwonmall.com/product/detail.do?productId=001425338,동원 리챔 프로틴,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 리챔 순살꼬꼬 200g x 3개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,8900,5.0,5,200,3,600,148.33,3688543,https://www.dongwonmall.com/product/detail.do?productId=003688543,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
